시도,시군구,읍면동,week_type,velocity_CG_AVRG
부산광역시,사하구,하단2동,weekday,18.92
부산광역시,사하구,신평1동,weekday,16.64
부산광역시,사하구,신평2동,weekday,18.04
부산광역시,사하구,장림1동,weekday,16.18
부산광역시,사하구,장림2동,weekday,16.76
부산광역시,사하구,다대1동,weekday,18.45
부산광역시,사하구,다대2동,weekday,18.05
부산광역시,사하구,구평동,weekday,18.05
부산광역시,사하구,감천1동,weekday,18.53
부산광역시,사하구,감천2동,weekday,22.79
부산광역시,금정구,서1동,weekday,21.48
부산광역시,금정구,서2동,weekday,19.39
부산광역시,금정구,부곡1동,weekday,18.01
부산광역시,금정구,부곡2동,weekday,19.29
부산광역시,금정구,부곡3동,weekday,22.4
부산광역시,금정구,부곡4동,weekday,16.73
부산광역시,금정구,장전1동,weekday,18.01
부산광역시,금정구,선두구동,weekday,27.24
부산광역시,금정구,청룡노포동,weekday,37.93
부산광역시,금정구,남산동,weekday,20.6
부산광역시,금정구,구서1동,weekday,23.87
부산광역시,금정구,구서2동,weekday,17.95
부산광역시,금정구,금성동,weekday,21.95
부산광역시,금정구,서3동,weekday,19.15
부산광역시,금정구,금사회동동,weekday,23.47
,,,weekday,18.54
부산광역시,강서구,대저1동,weekday,25.72
부산광역시,강서구,대저2동,weekday,21.38
부산광역시,강서구,강동동,weekday,24.85
부산광역시,강서구,가락동,weekday,26.67
부산광역시,강서구,녹산동,weekday,19.8
부산광역시,강서구,가덕도동,weekday,24.02
부산광역시,강서구,명지1동,weekday,18.08
부산광역시,강서구,명지2동,weekday,17.28
부산광역시,연제구,거제1동,weekday,16.52
부산광역시,연제구,거제2동,weekday,15.93
부산광역시,연제구,거제3동,weekday,20.91
부산광역시,연제구,거제4동,weekday,19.22
부산광역시,연제구,연산1동,weekday,14.97
부산광역시,연제구,연산2동,weekday,18.56
부산광역시,연제구,연산3동,weekday,16.45
부산광역시,연제구,연산4동,weekday,15.21
부산광역시,연제구,연산5동,weekday,15.4
부산광역시,연제구,연산6동,weekday,16.58
부산광역시,연제구,연산8동,weekday,17.75
부산광역시,연제구,연산9동,weekday,15.42
부산광역시,수영구,남천1동,weekday,16.91
부산광역시,수영구,남천2동,weekday,26.25
부산광역시,수영구,수영동,weekday,17.33
부산광역시,수영구,망미1동,weekday,16.73
부산광역시,수영구,망미2동,weekday,19.18
부산광역시,수영구,광안1동,weekday,18.95
부산광역시,수영구,광안2동,weekday,16.91
부산광역시,수영구,광안3동,weekday,19.64
부산광역시,수영구,광안4동,weekday,24.63
부산광역시,수영구,민락동,weekday,16.71
부산광역시,사상구,삼락동,weekday,21.43
부산광역시,사상구,모라1동,weekday,16.4
부산광역시,사상구,모라3동,weekday,31.84
부산광역시,사상구,덕포1동,weekday,15.31
부산광역시,사상구,덕포2동,weekday,18.15
부산광역시,사상구,괘법동,weekday,17.22
부산광역시,사상구,주례1동,weekday,18.3
부산광역시,사상구,주례2동,weekday,22.72
부산광역시,사상구,주례3동,weekday,16.81
부산광역시,사상구,학장동,weekday,17.38
부산광역시,사상구,엄궁동,weekday,18.44
부산광역시,사상구,감전동,weekday,18.15
부산광역시,기장군,기장읍,weekday,20.69
부산광역시,기장군,장안읍,weekday,24.43
부산광역시,기장군,정관읍,weekday,20.21
부산광역시,기장군,일광면,weekday,27.22
부산광역시,기장군,철마면,weekday,24.1
대구광역시,중구,삼덕동,weekday,22.93
대구광역시,중구,성내1동,weekday,15.11
대구광역시,중구,성내2동,weekday,14.97
대구광역시,중구,성내3동,weekday,14.92
대구광역시,중구,대신동,weekday,16.0
대구광역시,중구,남산1동,weekday,15.52
대구광역시,중구,남산2동,weekday,14.59
대구광역시,중구,남산3동,weekday,15.23
대구광역시,중구,남산4동,weekday,14.45
대구광역시,중구,대봉1동,weekday,20.73
대구광역시,중구,대봉2동,weekday,16.67
대구광역시,중구,동인동,weekday,17.83
대구광역시,동구,신암1동,weekday,18.28
대구광역시,동구,신암2동,weekday,16.29
대구광역시,동구,신암3동,weekday,17.77
대구광역시,동구,신암4동,weekday,17.49
대구광역시,동구,신암5동,weekday,17.44
대구광역시,동구,신천1·2동,weekday,16.13
대구광역시,동구,신천3동,weekday,15.75
대구광역시,동구,신천4동,weekday,17.46
대구광역시,동구,효목1동,weekday,16.89
대구광역시,동구,효목2동,weekday,18.21
대구광역시,동구,도평동,weekday,62.94
대구광역시,동구,불로·봉무동,weekday,18.69
대구광역시,동구,지저동,weekday,17.59
대구광역시,동구,동촌동,weekday,18.04
대구광역시,동구,방촌동,weekday,21.47
대구광역시,동구,해안동,weekday,27.64
대구광역시,동구,공산동,weekday,20.61
대구광역시,동구,안심1동,weekday,19.54
대구광역시,동구,안심2동,weekday,21.29
,,,weekday,21.13
,,,weekday,16.92
,,,weekday,19.07
대구광역시,서구,내당1동,weekday,17.06
대구광역시,서구,내당2·3동,weekday,16.97
대구광역시,서구,내당4동,weekday,16.1
대구광역시,서구,비산1동,weekday,16.27
대구광역시,서구,비산2·3동,weekday,15.72
대구광역시,서구,비산4동,weekday,17.83
대구광역시,서구,비산5동,weekday,17.56
대구광역시,서구,비산6동,weekday,16.9
대구광역시,서구,비산7동,weekday,23.33
대구광역시,서구,평리1동,weekday,16.66
대구광역시,서구,평리2동,weekday,16.68
대구광역시,서구,평리3동,weekday,16.36
대구광역시,서구,평리4동,weekday,17.12
대구광역시,서구,평리5동,weekday,17.2
대구광역시,서구,평리6동,weekday,16.64
대구광역시,서구,상중이동,weekday,24.5
대구광역시,서구,원대동,weekday,15.42
대구광역시,남구,이천동,weekday,19.76
대구광역시,남구,봉덕1동,weekday,16.93
대구광역시,남구,봉덕2동,weekday,19.59
대구광역시,남구,봉덕3동,weekday,17.65
대구광역시,남구,대명1동,weekday,15.15
대구광역시,남구,대명2동,weekday,16.24
대구광역시,남구,대명3동,weekday,17.89
대구광역시,남구,대명4동,weekday,17.46
대구광역시,남구,대명5동,weekday,16.28
대구광역시,남구,대명6동,weekday,16.99
대구광역시,남구,대명9동,weekday,17.42
대구광역시,남구,대명10동,weekday,19.03
대구광역시,남구,대명11동,weekday,17.73
대구광역시,북구,고성동,weekday,17.42
대구광역시,북구,칠성동,weekday,16.89
대구광역시,북구,침산1동,weekday,34.78
대구광역시,북구,침산2동,weekday,22.07
대구광역시,북구,침산3동,weekday,18.72
대구광역시,북구,산격1동,weekday,17.56
대구광역시,북구,산격2동,weekday,16.45
대구광역시,북구,산격3동,weekday,17.31
대구광역시,북구,산격4동,weekday,18.16
대구광역시,북구,복현1동,weekday,19.3
대구광역시,북구,복현2동,weekday,15.73
대구광역시,북구,검단동,weekday,22.21
대구광역시,북구,무태조야동,weekday,21.53
대구광역시,북구,태전2동,weekday,17.69
대구광역시,북구,관문동,weekday,23.88
대구광역시,북구,읍내동,weekday,21.8
대구광역시,북구,관음동,weekday,24.95
대구광역시,북구,태전1동,weekday,19.66
대구광역시,북구,구암동,weekday,15.86
대구광역시,북구,노원동,weekday,20.93
대구광역시,북구,동천동,weekday,15.78
대구광역시,북구,국우동,weekday,17.56
대구광역시,북구,대현동,weekday,17.56
대구광역시,수성구,범어1동,weekday,16.09
대구광역시,수성구,범어2동,weekday,15.96
대구광역시,수성구,범어3동,weekday,15.76
대구광역시,수성구,범어4동,weekday,17.59
대구광역시,수성구,만촌1동,weekday,20.42
대구광역시,수성구,만촌2동,weekday,19.09
대구광역시,수성구,만촌3동,weekday,19.88
대구광역시,수성구,수성1가동,weekday,16.2
대구광역시,수성구,수성2·3가동,weekday,15.61
대구광역시,수성구,수성4가동,weekday,15.45
대구광역시,수성구,황금1동,weekday,16.89
대구광역시,수성구,황금2동,weekday,15.69
대구광역시,수성구,중동,weekday,16.11
대구광역시,수성구,상동,weekday,17.17
대구광역시,수성구,파동,weekday,22.17
대구광역시,수성구,두산동,weekday,17.02
대구광역시,수성구,지산1동,weekday,16.69
대구광역시,수성구,지산2동,weekday,17.35
대구광역시,수성구,범물1동,weekday,17.92
대구광역시,수성구,범물2동,weekday,16.04
대구광역시,수성구,고산1동,weekday,17.8
대구광역시,수성구,고산2동,weekday,20.53
대구광역시,수성구,고산3동,weekday,19.0
대구광역시,달서구,두류3동,weekday,20.5
대구광역시,달서구,본리동,weekday,17.58
대구광역시,달서구,감삼동,weekday,18.97
대구광역시,달서구,죽전동,weekday,16.93
대구광역시,달서구,장기동,weekday,20.66
대구광역시,달서구,이곡1동,weekday,16.85
대구광역시,달서구,신당동,weekday,17.49
대구광역시,달서구,월성1동,weekday,16.55
대구광역시,달서구,월성2동,weekday,20.3
대구광역시,달서구,진천동,weekday,16.54
대구광역시,달서구,상인1동,weekday,16.89
대구광역시,달서구,상인2동,weekday,14.95
대구광역시,달서구,상인3동,weekday,17.6
대구광역시,달서구,도원동,weekday,20.0
대구광역시,달서구,송현1동,weekday,17.05
대구광역시,달서구,송현2동,weekday,17.05
대구광역시,달서구,본동,weekday,15.9
대구광역시,달서구,용산1동,weekday,17.7
대구광역시,달서구,용산2동,weekday,18.84
대구광역시,달서구,이곡2동,weekday,16.72
대구광역시,달서구,성당동,weekday,17.43
대구광역시,달서구,두류1·2동,weekday,18.42
대구광역시,달성군,화원읍,weekday,20.7
대구광역시,달성군,논공읍,weekday,24.79
대구광역시,달성군,다사읍,weekday,19.01
대구광역시,달성군,유가읍,weekday,19.06
대구광역시,달성군,옥포읍,weekday,25.05
대구광역시,달성군,현풍읍,weekday,27.0
대구광역시,달성군,가창면,weekday,23.14
대구광역시,달성군,하빈면,weekday,21.91
대구광역시,달성군,구지면,weekday,19.46
인천광역시,중구,연안동,weekday,17.31
인천광역시,중구,신포동,weekday,19.82
인천광역시,중구,신흥동,weekday,19.02
인천광역시,중구,도원동,weekday,17.35
인천광역시,중구,율목동,weekday,16.4
인천광역시,중구,동인천동,weekday,16.48
인천광역시,중구,북성동,weekday,18.56
인천광역시,중구,송월동,weekday,17.02
인천광역시,중구,용유동,weekday,21.68
인천광역시,중구,운서동,weekday,20.28
인천광역시,중구,영종동,weekday,24.0
인천광역시,중구,영종1동,weekday,17.79
인천광역시,동구,만석동,weekday,21.33
인천광역시,동구,화수1·화평동,weekday,17.07
인천광역시,동구,화수2동,weekday,23.49
인천광역시,동구,송현1·2동,weekday,14.33
인천광역시,동구,송현3동,weekday,15.97
인천광역시,동구,송림1동,weekday,17.34
인천광역시,동구,송림2동,weekday,15.25
인천광역시,동구,송림3·5동,weekday,14.85
인천광역시,동구,송림4동,weekday,16.67
인천광역시,동구,송림6동,weekday,17.15
인천광역시,동구,금창동,weekday,16.93
인천광역시,연수구,옥련1동,weekday,16.27
인천광역시,연수구,선학동,weekday,15.74
인천광역시,연수구,연수1동,weekday,15.97
인천광역시,연수구,연수2동,weekday,15.81
인천광역시,연수구,연수3동,weekday,17.95
인천광역시,연수구,청학동,weekday,16.36
인천광역시,연수구,동춘1동,weekday,19.3
인천광역시,연수구,동춘2동,weekday,17.56
인천광역시,연수구,동춘3동,weekday,16.96
인천광역시,연수구,옥련2동,weekday,20.25
인천광역시,연수구,송도1동,weekday,17.53
인천광역시,연수구,송도3동,weekday,17.86
인천광역시,연수구,송도2동,weekday,20.99
,,,weekday,16.56
,,,weekday,18.06
인천광역시,남동구,구월1동,weekday,16.65
인천광역시,남동구,구월2동,weekday,14.11
인천광역시,남동구,구월3동,weekday,14.6
인천광역시,남동구,구월4동,weekday,13.96
인천광역시,남동구,간석1동,weekday,14.16
인천광역시,남동구,간석2동,weekday,14.75
인천광역시,남동구,간석3동,weekday,17.45
인천광역시,남동구,간석4동,weekday,15.89
인천광역시,남동구,만수1동,weekday,15.62
인천광역시,남동구,만수2동,weekday,15.3
인천광역시,남동구,만수3동,weekday,18.9
인천광역시,남동구,만수4동,weekday,17.57
인천광역시,남동구,만수5동,weekday,16.15
인천광역시,남동구,만수6동,weekday,18.73
인천광역시,남동구,남촌도림동,weekday,19.7
인천광역시,남동구,논현1동,weekday,16.97
인천광역시,남동구,논현2동,weekday,16.06
인천광역시,남동구,논현고잔동,weekday,18.79
인천광역시,남동구,장수서창동,weekday,20.7
인천광역시,남동구,서창2동,weekday,23.17
인천광역시,부평구,부평1동,weekday,15.44
인천광역시,부평구,부평2동,weekday,21.48
인천광역시,부평구,부평3동,weekday,16.13
인천광역시,부평구,부평4동,weekday,13.86
인천광역시,부평구,부평5동,weekday,15.37
인천광역시,부평구,부평6동,weekday,16.91
인천광역시,부평구,산곡1동,weekday,16.28
인천광역시,부평구,산곡2동,weekday,16.38
인천광역시,부평구,산곡3동,weekday,16.73
인천광역시,부평구,산곡4동,weekday,15.63
인천광역시,부평구,청천1동,weekday,19.07
인천광역시,부평구,청천2동,weekday,16.57
인천광역시,부평구,갈산1동,weekday,16.62
인천광역시,부평구,갈산2동,weekday,15.93
인천광역시,부평구,삼산1동,weekday,16.47
인천광역시,부평구,부개1동,weekday,16.64
인천광역시,부평구,부개2동,weekday,17.13
인천광역시,부평구,부개3동,weekday,15.75
인천광역시,부평구,일신동,weekday,23.0
인천광역시,부평구,십정1동,weekday,15.54
인천광역시,부평구,십정2동,weekday,16.15
인천광역시,부평구,삼산2동,weekday,15.14
인천광역시,계양구,효성1동,weekday,17.25
인천광역시,계양구,효성2동,weekday,18.45
인천광역시,계양구,계산1동,weekday,15.95
인천광역시,계양구,계산2동,weekday,17.01
인천광역시,계양구,계산3동,weekday,16.02
인천광역시,계양구,작전1동,weekday,15.74
인천광역시,계양구,작전2동,weekday,18.12
인천광역시,계양구,작전서운동,weekday,21.78
인천광역시,계양구,계양2동,weekday,23.57
인천광역시,계양구,계산4동,weekday,15.51
인천광역시,계양구,계양1동,weekday,21.29
인천광역시,계양구,계양3동,weekday,27.71
인천광역시,서구,검암경서동,weekday,19.77
인천광역시,서구,연희동,weekday,15.86
인천광역시,서구,가정1동,weekday,17.28
인천광역시,서구,가정2동,weekday,21.88
인천광역시,서구,가정3동,weekday,20.66
인천광역시,서구,석남1동,weekday,16.21
인천광역시,서구,석남2동,weekday,16.42
인천광역시,서구,석남3동,weekday,16.33
인천광역시,서구,가좌1동,weekday,18.45
인천광역시,서구,가좌2동,weekday,15.42
인천광역시,서구,가좌3동,weekday,17.13
인천광역시,서구,가좌4동,weekday,16.14
인천광역시,서구,신현원창동,weekday,18.65
인천광역시,서구,청라1동,weekday,16.47
인천광역시,서구,청라2동,weekday,16.7
인천광역시,서구,청라3동,weekday,22.49
인천광역시,서구,검단동,weekday,17.92
인천광역시,서구,불로대곡동,weekday,18.43
인천광역시,서구,오류왕길동,weekday,20.02
,,,weekday,16.64
,,,weekday,15.77
,,,weekday,17.66
,,,weekday,18.84
인천광역시,미추홀구,숭의2동,weekday,14.19
인천광역시,미추홀구,숭의4동,weekday,16.51
인천광역시,미추홀구,용현2동,weekday,17.24
인천광역시,미추홀구,용현3동,weekday,15.49
인천광역시,미추홀구,용현5동,weekday,20.59
인천광역시,미추홀구,학익1동,weekday,19.36
인천광역시,미추홀구,학익2동,weekday,16.68
인천광역시,미추홀구,도화1동,weekday,17.28
인천광역시,미추홀구,주안1동,weekday,16.82
인천광역시,미추홀구,주안2동,weekday,15.73
인천광역시,미추홀구,주안3동,weekday,17.1
인천광역시,미추홀구,주안4동,weekday,15.47
인천광역시,미추홀구,주안5동,weekday,15.88
인천광역시,미추홀구,주안6동,weekday,15.97
인천광역시,미추홀구,주안7동,weekday,14.51
인천광역시,미추홀구,주안8동,weekday,15.46
인천광역시,미추홀구,관교동,weekday,15.15
인천광역시,미추홀구,문학동,weekday,32.65
인천광역시,미추홀구,숭의1·3동,weekday,16.07
인천광역시,미추홀구,용현1·4동,weekday,17.57
인천광역시,미추홀구,도화2·3동,weekday,16.72
인천광역시,강화군,강화읍,weekday,19.9
인천광역시,강화군,선원면,weekday,21.31
인천광역시,강화군,불은면,weekday,20.87
인천광역시,강화군,길상면,weekday,19.97
인천광역시,강화군,화도면,weekday,20.39
인천광역시,강화군,양도면,weekday,21.88
인천광역시,강화군,내가면,weekday,19.34
인천광역시,강화군,하점면,weekday,20.45
인천광역시,강화군,양사면,weekday,19.76
인천광역시,강화군,송해면,weekday,22.05
인천광역시,강화군,교동면,weekday,17.79
인천광역시,강화군,삼산면,weekday,19.4
인천광역시,옹진군,영흥면,weekday,20.0
광주광역시,동구,충장동,weekday,15.13
광주광역시,동구,동명동,weekday,17.18
광주광역시,동구,계림1동,weekday,15.34
광주광역시,동구,계림2동,weekday,17.47
광주광역시,동구,산수1동,weekday,18.59
광주광역시,동구,산수2동,weekday,19.99
광주광역시,동구,지산1동,weekday,16.83
광주광역시,동구,지산2동,weekday,26.51
광주광역시,동구,서남동,weekday,18.85
광주광역시,동구,학동,weekday,17.47
광주광역시,동구,학운동,weekday,21.43
광주광역시,동구,지원1동,weekday,27.49
광주광역시,동구,지원2동,weekday,27.87
광주광역시,서구,양동,weekday,15.18
광주광역시,서구,양3동,weekday,18.43
광주광역시,서구,농성1동,weekday,15.91
광주광역시,서구,농성2동,weekday,17.52
광주광역시,서구,광천동,weekday,18.42
광주광역시,서구,유덕동,weekday,20.26
광주광역시,서구,상무1동,weekday,16.04
광주광역시,서구,상무2동,weekday,15.34
광주광역시,서구,화정1동,weekday,17.55
광주광역시,서구,화정2동,weekday,16.64
광주광역시,서구,화정3동,weekday,17.53
광주광역시,서구,화정4동,weekday,16.46
광주광역시,서구,서창동,weekday,20.72
광주광역시,서구,치평동,weekday,15.36
광주광역시,서구,풍암동,weekday,17.65
광주광역시,서구,금호1동,weekday,16.46
광주광역시,서구,금호2동,weekday,16.64
광주광역시,서구,동천동,weekday,16.88
광주광역시,남구,양림동,weekday,17.52
광주광역시,남구,방림1동,weekday,17.87
광주광역시,남구,방림2동,weekday,16.88
광주광역시,남구,사직동,weekday,17.14
광주광역시,남구,월산동,weekday,17.06
광주광역시,남구,월산4동,weekday,16.21
광주광역시,남구,월산5동,weekday,19.78
광주광역시,남구,백운1동,weekday,17.45
광주광역시,남구,백운2동,weekday,16.09
광주광역시,남구,주월1동,weekday,16.7
광주광역시,남구,주월2동,weekday,15.46
광주광역시,남구,효덕동,weekday,20.55
광주광역시,남구,송암동,weekday,20.82
광주광역시,남구,봉선1동,weekday,15.91
광주광역시,남구,봉선2동,weekday,15.41
광주광역시,남구,대촌동,weekday,21.36
광주광역시,북구,중흥1동,weekday,16.07
광주광역시,북구,중흥2동,weekday,16.44
광주광역시,북구,중흥3동,weekday,17.24
광주광역시,북구,중앙동,weekday,15.41
광주광역시,북구,임동,weekday,16.67
광주광역시,북구,신안동,weekday,15.66
광주광역시,북구,용봉동,weekday,17.31
광주광역시,북구,운암1동,weekday,16.23
광주광역시,북구,운암2동,weekday,17.23
광주광역시,북구,운암3동,weekday,18.99
광주광역시,북구,동림동,weekday,21.65
광주광역시,북구,우산동,weekday,18.87
광주광역시,북구,풍향동,weekday,19.36
광주광역시,북구,문화동,weekday,21.23
광주광역시,북구,문흥1동,weekday,28.72
광주광역시,북구,문흥2동,weekday,19.43
광주광역시,북구,두암1동,weekday,17.7
광주광역시,북구,두암2동,weekday,19.48
광주광역시,북구,두암3동,weekday,22.85
광주광역시,북구,삼각동,weekday,15.69
광주광역시,북구,매곡동,weekday,20.08
광주광역시,북구,오치1동,weekday,17.14
광주광역시,북구,오치2동,weekday,19.57
광주광역시,북구,석곡동,weekday,23.02
광주광역시,북구,일곡동,weekday,16.36
광주광역시,북구,양산동,weekday,17.63
,,,weekday,19.72
,,,weekday,16.26
광주광역시,광산구,송정1동,weekday,17.45
광주광역시,광산구,송정2동,weekday,16.74
광주광역시,광산구,도산동,weekday,18.92
광주광역시,광산구,신흥동,weekday,25.09
광주광역시,광산구,어룡동,weekday,21.18
광주광역시,광산구,우산동,weekday,18.72
광주광역시,광산구,월곡1동,weekday,17.57
광주광역시,광산구,월곡2동,weekday,16.85
광주광역시,광산구,비아동,weekday,26.58
광주광역시,광산구,하남동,weekday,18.56
광주광역시,광산구,임곡동,weekday,24.23
광주광역시,광산구,동곡동,weekday,32.47
광주광역시,광산구,평동,weekday,22.06
광주광역시,광산구,삼도동,weekday,27.5
광주광역시,광산구,본량동,weekday,22.96
광주광역시,광산구,첨단1동,weekday,18.33
광주광역시,광산구,첨단2동,weekday,16.51
광주광역시,광산구,운남동,weekday,19.16
광주광역시,광산구,신창동,weekday,20.6
광주광역시,광산구,신가동,weekday,18.11
광주광역시,광산구,수완동,weekday,16.22
대전광역시,동구,효동,weekday,18.88
대전광역시,동구,판암1동,weekday,29.02
대전광역시,동구,판암2동,weekday,19.71
대전광역시,동구,용운동,weekday,18.22
대전광역시,동구,자양동,weekday,17.66
대전광역시,동구,가양1동,weekday,16.42
대전광역시,동구,가양2동,weekday,17.22
대전광역시,동구,용전동,weekday,16.82
대전광역시,동구,홍도동,weekday,17.91
대전광역시,동구,대청동,weekday,23.06
대전광역시,동구,산내동,weekday,27.82
대전광역시,동구,중앙동,weekday,16.53
대전광역시,동구,신인동,weekday,19.71
대전광역시,동구,대동,weekday,16.89
대전광역시,동구,성남동,weekday,16.59
대전광역시,동구,삼성동,weekday,18.42
대전광역시,중구,은행선화동,weekday,15.79
대전광역시,중구,목동,weekday,15.57
대전광역시,중구,중촌동,weekday,16.9
대전광역시,중구,대흥동,weekday,14.99
대전광역시,중구,문창동,weekday,18.52
대전광역시,중구,석교동,weekday,22.79
대전광역시,중구,대사동,weekday,17.66
대전광역시,중구,부사동,weekday,16.25
대전광역시,중구,용두동,weekday,17.23
대전광역시,중구,오류동,weekday,16.93
대전광역시,중구,태평1동,weekday,16.54
대전광역시,중구,태평2동,weekday,16.23
대전광역시,중구,유천1동,weekday,20.19
대전광역시,중구,유천2동,weekday,20.3
대전광역시,중구,문화1동,weekday,17.21
대전광역시,중구,문화2동,weekday,17.55
대전광역시,중구,산성동,weekday,22.64
대전광역시,서구,복수동,weekday,15.57
대전광역시,서구,도마1동,weekday,17.42
대전광역시,서구,도마2동,weekday,17.05
대전광역시,서구,정림동,weekday,20.62
대전광역시,서구,변동,weekday,16.8
대전광역시,서구,용문동,weekday,16.01
대전광역시,서구,탄방동,weekday,16.62
대전광역시,서구,둔산1동,weekday,14.67
대전광역시,서구,둔산2동,weekday,15.2
대전광역시,서구,괴정동,weekday,14.9
대전광역시,서구,가장동,weekday,16.35
대전광역시,서구,내동,weekday,14.86
대전광역시,서구,갈마1동,weekday,16.22
대전광역시,서구,갈마2동,weekday,16.81
대전광역시,서구,월평1동,weekday,17.5
대전광역시,서구,월평2동,weekday,15.67
대전광역시,서구,월평3동,weekday,16.37
대전광역시,서구,만년동,weekday,17.74
대전광역시,서구,가수원동,weekday,18.13
대전광역시,서구,기성동,weekday,20.23
대전광역시,서구,관저1동,weekday,16.77
대전광역시,서구,관저2동,weekday,19.86
대전광역시,서구,둔산3동,weekday,15.16
대전광역시,유성구,진잠동,weekday,26.78
대전광역시,유성구,온천2동,weekday,17.54
대전광역시,유성구,신성동,weekday,21.0
대전광역시,유성구,전민동,weekday,18.9
대전광역시,유성구,노은1동,weekday,18.58
대전광역시,유성구,구즉동,weekday,19.9
대전광역시,유성구,관평동,weekday,18.5
대전광역시,유성구,온천1동,weekday,18.84
대전광역시,유성구,원신흥동,weekday,16.19
대전광역시,유성구,노은2동,weekday,20.57
대전광역시,유성구,노은3동,weekday,16.61
대전광역시,대덕구,오정동,weekday,18.62
대전광역시,대덕구,대화동,weekday,23.86
대전광역시,대덕구,회덕동,weekday,31.28
대전광역시,대덕구,비래동,weekday,23.99
대전광역시,대덕구,중리동,weekday,16.43
대전광역시,대덕구,법1동,weekday,16.05
대전광역시,대덕구,법2동,weekday,16.71
대전광역시,대덕구,신탄진동,weekday,19.59
대전광역시,대덕구,석봉동,weekday,21.66
대전광역시,대덕구,덕암동,weekday,24.49
대전광역시,대덕구,목상동,weekday,19.64
대전광역시,대덕구,송촌동,weekday,20.78
울산광역시,중구,학성동,weekday,16.77
울산광역시,중구,반구1동,weekday,15.68
울산광역시,중구,반구2동,weekday,15.19
울산광역시,중구,복산1동,weekday,17.76
울산광역시,중구,복산2동,weekday,18.74
울산광역시,중구,우정동,weekday,19.57
울산광역시,중구,태화동,weekday,18.75
울산광역시,중구,다운동,weekday,22.06
울산광역시,중구,병영1동,weekday,17.15
울산광역시,중구,병영2동,weekday,18.59
울산광역시,중구,약사동,weekday,18.22
울산광역시,중구,성안동,weekday,19.02
울산광역시,중구,중앙동,weekday,18.09
울산광역시,남구,신정1동,weekday,18.93
울산광역시,남구,신정2동,weekday,18.27
울산광역시,남구,신정3동,weekday,15.78
울산광역시,남구,신정4동,weekday,16.23
울산광역시,남구,신정5동,weekday,17.35
울산광역시,남구,달동,weekday,15.66
울산광역시,남구,삼산동,weekday,16.12
울산광역시,남구,삼호동,weekday,17.35
울산광역시,남구,무거동,weekday,18.8
울산광역시,남구,옥동,weekday,17.97
울산광역시,남구,야음장생포동,weekday,17.84
울산광역시,남구,대현동,weekday,16.6
울산광역시,남구,수암동,weekday,16.57
울산광역시,남구,선암동,weekday,19.44
울산광역시,동구,방어동,weekday,18.72
울산광역시,동구,일산동,weekday,17.2
울산광역시,동구,화정동,weekday,17.16
울산광역시,동구,대송동,weekday,17.05
울산광역시,동구,전하1동,weekday,17.26
울산광역시,동구,남목1동,weekday,16.54
울산광역시,동구,남목2동,weekday,16.53
